Valine,Mannose,Sorbose,But-2-enoic acid,Suberic acid,Glutamine,Aspartic acid,Methionine sulfoxide,Glycine,Methylmalonic acid,Taurine,Se-Methylselenocysteine,Glutathione,Homoserine,-Ketoglutaric acid,2-Aminobutyric acid,Arginine,L-beta-aspartyl-L-phenylalanine,4-methyl-2-oxovaleric acid,Mesaconic acid,Methylacetoacetic acid,3-Pyridinebutanoic acid,Mevalonolactone,Biflorin,1-Methylxanthine,Dimethylbenzimidazole,Sertraline,phospholic choline,5'-Phosphoribosyl-N-formylglycinamide,5-Methyldeoxycytidine,"2,8-Dihydroxyadenine",Indole,"3b,16a-Dihydroxyandrostenone sulfate",2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate,L-Rhamnose,Citrulline,Mannitol,D-Alanyl-D-alanine,Beta-alanine,Dimethylallylpyrophosphate,N-Acetylgalactosamine 4-sulphate,Ornithine,Propionic acid,Arabinose,Tyramine-O-sulfate,Sebacic acid,4-Hydroxybenzoic acid,Isohomovanillic acid,6-Hydroxynicotinic acid,5-Acetylamino-6-formylamino-3-methyluracil,2-Hydroxyethanesulfonate,Dihydrothymine,Proline,4-Hydroxybutyric acid,Cysteinylglycine,L-glycyl-L-hydroxyproline,Glycocholic acid,Lactic acid,N-Acetylneuraminic acid,Gluconate,Glycolic acid,uric acid,Phenylpropionylglycine,Pregnenolone sulfate,Nicotinic acid mononucleotide,Indoxyl sulfate,Acetylglycine,"3,3',4'5-Tetrahydroxystilbene",Isovalerylsarcosine,Leucinic acid,D-Glucuronic acid,Hypoxanthine,4-hydroxy-proline,dUMP,Thiamine,p-Cresol,Hydrogen sulfite,Hippuric acid,3-Furoic acid,2-Phenylacetamide,Carnitine,Hexanoylcarnitine,Decanoylcarnitine,Octanoylcarnitine,Succinic acid semialdehyde,Succinyladenosine,Glutamylphenylalanine,L-arginine,choline,Trimethylamine,Delta-hydroxylysine,"Indole-5,6-quinone",Allyl isothiocyanate,5-Amino-6-ribitylamino uracil,20-Carboxyleukotriene B4,2-Furoylglycine,Methylnoradrenaline,Norepinephrine sulfate,Norophthalmic acid,Benzaldehyde,Coproporphyrin,Bilirubin,3-Indolebutyric acid,Galactose,Dihydrouracil,Tetrahydroneopterin,Ribothymidine,3-Methylglutaconic acid,2-Deoxyribonic acid,7b-Hydroxydehydroepiandrosterone,Butyrylcarnitine,Proline betaine,"3,4,5-Trimethoxycinnamic acid",Methylguanidine,Quinone,N-Glycolylneuraminic acid,"1,11-Undecanedicarboxylic acid",L(-)-Sorbose,Estradiol-17beta 3-sulfate,Dimethyl sulfoxide,"2,4-Dichlorophenol",Riboflavin,Urea,Estrone sulfate,Indoxyl,Testosterone,LysoPC(16:0),B-Sulfinyl pyruvate,2-Hydroxy-2-methylbutyric acid,cis-5-Tetradecenoylcarnitine,Progesterone,Betaine,Pipecolic acid,Histidylproline diketopiperazine,Dodecanoylcarnitine,Cytidine,Sphingosine,DL-2-Aminooctanoic acid,Monoisobutyl phthalic acid,Traumatic acid,Pyrrolidonecarboxylic acid,Homocysteic acid,Kynurenine,Phenylglyoxylic acid,Pseudouridine,N1-Methyl-4-pyridone-3-carboxamide,Dimethyltryptamine,Dimethyl sulfone,Indoleacrylic acid,Tryptophan,Mannitol 1-phosphate,Ecgonine,Acetylcarnitine,Glutarylglycine,N-a-Acetyl-L-arginine,LysoPC(16:1(9Z)),N-Formyl-L-methionine,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))",3-Pyridylacetic acid,uracil,Myoinositol,Cortisol,Guanidinosuccinic acid,Androstenedione,Alpha-N-Phenylacetyl-L-glutamine,Histidine,creatinine,Trimethylamine N-Oxide,2-cholo-phenylalanine,Heptadecanoic acid,Leucine
17.96025107,26.73929574,26.73929574,0.184628197,5.690799997,17.78573239,13.04051633,3.167832588,1.553999677,10.63828786,3.200920248,1.420379958,0.842172012,9.695413009,0.179697513,6.693573058,7.108730296,0.293328038,10.70253758,1.90520622,0.966098924,189.0086111,2.774984688,2.8882785,15.08417847,4.472442227,0.474232247,138.6786253,0.208070587,0.623107481,2.216415627,2.784443036,8.63210955,8.443002504,13.13314768,13.65376992,3.02865804,22.62276282,8.199296584,28.93319895,2.250077529,5.339780515,5.29050396,11.68064976,72.73041375,1.748393252,4.73127758,5.945612182,1.127591612,11.50450805,2.022897872,1.332997161,2.449881974,120.8372445,1.855556221,4.410437186,3.742515673,1386.117472,2.28895696,14.10706857,5.056032011,290.648286,7.09946009,2.883343687,8.829303904,39.67732297,3.117142345,1.233512557,11.27644711,6.944367709,5.18180203,0.206076729,8.952764313,10.50518966,2.576492553,2.708148576,0.749710324,5.806434665,2.394014615,0.496090434,81.20210975,0.644572861,3.55102788,2.023119013,1.458554783,4.096987341,1.633063328,16.84651688,20.63826883,1.509240995,6.380508971,1.074441998,0.432100761,0.819857849,1.199516987,4.059503218,2.144508386,1.153970927,0.911652454,11.63603036,0.183320883,0.007107418,2.200632095,31.25716741,3.429700854,2.249972766,0.591452813,7.638710102,2.84561052,0.136288782,2.537200924,6.572711373,0.34881371,15.87575634,1.277303897,0.402652421,1.02002851,75.69251383,0.638460392,657.0664243,9.733079108,0.910799371,95.06105886,1.223757289,0.959677127,0.429942794,857.4404411,0.756614141,6.042707502,2.605635064,1.200411664,588.4063636,32.040262,3.053235987,2.253118544,0.435438064,0.436410723,1.681782594,1.071523639,2.475829222,4.752095626,1.022385095,3.950786225,3.178776648,1.281495012,5.485561722,1.331178153,1.037184794,108.797517,209.1284379,4.233044492,1.879257416,40.90219238,1.171364656,0.572698946,8.878092343,1.107997979,17.11998798,6.194141554,1.967922702,3.735519692,2.536476263,0.664889225,1.142597997,3.550334844,2.826202027,42.782756,4.036541815,15112845,78979646,89486787
14.81406999,29.66020027,29.66020027,0.172723362,5.118728641,17.47808256,4.865690318,3.477034577,1.044822416,17.71633576,19.53008962,4.761709696,0.585455036,5.451778304,0.194114936,6.270411394,4.153136089,0.605113957,23.06610239,6.115681957,1.174748854,175.5517025,8.907050014,2.152514946,36.67964649,5.063286591,2.45063204,156.8816332,0.427448885,0.525216905,5.599457632,3.898420776,6.419943079,16.04110612,7.346395994,7.556134556,2.262288865,24.72957148,6.617600817,18.0154216,2.474087131,2.738523347,3.166958299,20.22859764,63.21663324,1.874287925,57.18094223,3.741692771,5.193644678,9.126540414,2.482656627,1.006221456,3.5388787,115.1649686,3.532144485,9.441597512,9.219178255,1584.230625,2.63292631,13.14726592,6.889496035,179.2038436,12.24179297,4.737251203,3.155393705,34.52222879,13.11418264,3.257579843,13.62648504,7.203738227,4.246393509,7.671934346,7.507091812,15.05164824,1.381503443,6.382517464,1.825191078,11.60486091,1.096405675,0.888748585,107.9575466,0.673973974,5.731463833,1.921457234,1.809479565,3.832975197,1.700640306,10.94590083,22.85004061,1.765995341,8.550060456,1.890128328,0.387958319,0.985320243,1.55521873,4.796806074,0.668611862,1.292641398,1.036189852,13.68510236,0.209073224,0.093006756,4.139223695,29.41622281,4.040022496,5.444541689,0.44556576,7.859356807,1.371059026,0.408536643,3.848501367,6.666905801,1.084744658,43.31678631,1.264073971,0.345204651,0.630593187,84.1885538,0.832997193,370.0947913,4.179867996,0.423196037,100.2528238,0.796417463,3.355155932,0.448630848,957.374417,0.849665881,2.052240084,5.098549716,1.195794141,496.822793,16.44208698,2.997036897,4.470098722,0.513230117,41.32681006,0.981193016,1.60703607,4.105435537,4.803385853,1.133319482,6.903337966,3.09205717,1.147373872,3.231582817,3.076855861,1.284829782,183.250857,346.9362197,4.359717595,15.80276247,42.57873991,2.016316259,0.7574075,31.92033189,0.757183403,26.5780145,3.401601987,4.135165363,0.264953213,0.850102498,0.353845413,1.04320615,2.202184527,2.658817576,36.12930635,3.771076403,14205857,77894251,43799808
20.76092014,31.89470206,31.89470206,0.278098615,3.431994554,27.04998158,13.80506339,2.925188632,1.836976276,8.018654575,24.90866255,5.514954459,1.170754586,10.89479974,0.158215016,6.869670406,4.860696013,0.728002636,50.94556488,2.120885076,1.478867937,185.0543117,35.67873911,1.95834631,17.25513428,4.332533465,3.087308702,145.4812696,0.068061742,1.264331447,3.300811943,4.131849997,10.29132312,24.79215518,9.239621475,7.397466816,2.7712055,23.76686438,5.998278777,31.95107814,2.536515013,3.178006873,1.032580377,14.50989278,77.77885849,2.084911196,9.670179229,3.523364694,1.784898788,10.96243114,2.347369633,1.468955471,3.553086174,83.22144068,2.115548673,3.301125906,5.97701585,1970.775383,2.319635841,11.27474044,6.961696715,254.6187433,4.576703149,2.929832302,6.823332208,74.25058399,4.123468362,3.009246873,6.218280308,6.683631966,2.962121503,23.37990441,6.531797577,15.95728087,0.884319402,16.77376111,4.464036751,82.60611991,1.641586806,5.620027267,131.8579288,0.573868715,2.75555952,1.297220702,2.238719883,5.216471605,1.873209237,15.11783117,25.70510366,1.85022652,10.39290601,0.749358957,0.724130916,1.455621939,2.400866218,5.377129633,1.140451407,0.013793038,2.271160204,0.554250702,0.420671375,0.077457511,8.353854963,40.34013866,3.719064374,3.856850192,1.179357692,10.6296103,2.952572607,0.064406181,0,14.87596011,1.173964734,22.22387305,1.680561607,0.494350371,0.931136195,112.0830311,0.962189681,857.5157441,13.07300008,0.841637199,78.54861812,0.855346301,3.237499713,0.296293882,13.91885649,1.164881707,8.651189344,3.763343512,0.766362857,810.8740652,12.60930849,4.441431438,2.252868756,0.505627149,19.54453716,0.931668547,2.843588092,3.476775086,8.370245943,0.248852059,0.047949119,4.23963309,1.121905386,0.287317296,0.468845946,0.6637925,209.9648173,404.3550025,5.156701638,4.0053405,51.52733533,2.281816432,0.46060287,23.75611846,1.391128744,30.98196194,3.850357037,3.321368697,0.245291688,1.049820846,0.939940421,1.473412079,1.737880257,3.563460549,39.15919436,2.109380203,12384798,73561857,57045317
20.27810533,22.50392401,22.50392401,0.106181938,3.503669872,20.11858332,7.396836874,3.575519821,1.066143656,23.22350438,2.933347579,1.09486256,0.891328189,6.863897243,0.149819576,6.758860366,5.659633338,0.325829418,25.13048448,2.79369385,0.972862923,169.0113974,8.440645763,2.531316346,11.21995078,4.994881131,0.356053283,125.0900428,0.154724518,0.597434178,1.47005187,3.27027811,8.22176892,24.3408255,13.42309288,7.840666034,2.737812012,16.50433356,3.528384723,23.53139972,1.288653852,3.018943318,3.023817523,4.149196739,70.79037602,1.402728968,522.878805,5.305495374,40.66350633,10.85782362,0.926423757,1.208293111,3.154567328,85.87445445,0.799571041,6.886152916,1.979921694,1266.905471,2.177784341,6.772882451,4.118685962,274.4212824,7.417596241,1.866313119,8.071746077,44.18646635,4.312256276,1.45338441,11.19447461,6.585544933,2.100940274,1.082934148,3.722567935,9.445707768,0.360471713,0.826611793,0.176003572,32.86762218,1.414821721,2.18465936,88.45928404,1.182258152,6.882966382,3.977296344,1.513008971,4.357063451,2.856445786,13.04175667,18.79656322,1.44819168,7.047024844,0.632863536,0.712222187,1.043515844,1.566683925,4.235773379,2.117716259,1.105576578,2.079953984,11.39277518,0.313435263,0,10.45348899,33.3129128,2.683450718,5.026727596,0.782915499,7.961003038,2.102545598,0.295134212,2.948084601,3.663731997,0.734929921,27.21191718,1.336628984,0.417403943,0.690394947,84.4254961,0.593950252,597.9735449,9.417464719,0.494238399,71.29030555,1.858132365,2.997539266,0.768630137,903.8381294,0.726390981,6.253104461,6.163514796,1.699563568,639.900301,9.349960573,3.331845849,3.621521874,0.432275573,0.954314241,1.212379014,1.463436488,2.896646355,5.78662141,0.801106287,4.485743495,2.844397893,0.729863321,3.209990136,1.827111395,0.23999286,140.7613702,269.153985,2.935414964,2.449685257,47.86521149,1.575147299,0.409379219,16.25864863,0.694164602,33.15460297,2.580336716,2.075939188,0.406788911,0.445992513,0.638085815,2.147016044,0.553857246,2.424362321,24.00473712,3.251990832,14396376,56742403,59790232
14.5932794,15.81897206,15.81897206,0.080675633,3.469386253,16.62367613,7.161939684,3.388637149,0.952807433,13.39208786,20.58843803,4.416503891,1.055647916,5.637419869,0.140402729,5.624672313,3.474433406,0.377981309,20.57289326,2.242883617,0.979604839,136.9469662,4.83131056,1.929255954,15.4709624,4.784688976,2.39258289,134.9568831,0.140204796,0.888204926,2.719779586,3.09336479,8.719158529,21.36976282,8.760411417,7.698895039,1.81647938,22.95455652,5.613503049,28.07964333,1.298228971,2.803289988,2.484553937,4.110125578,56.83582809,1.786010107,8.160415194,2.093110845,1.534186639,7.595962621,2.475073606,0.996002421,1.855550756,123.0731836,0.863443793,4.385476958,1.938920726,1762.990308,1.878948456,6.755909935,5.341747744,280.4078058,5.869659611,1.770520024,8.362873427,30.47506718,9.848325495,3.282889293,8.433207618,6.577519283,2.403752998,48.0580392,6.385330872,13.0306805,0.471618301,0.798881352,0.20997372,8.439030283,0.996672444,0.6000146,89.43863266,0.68096451,4.300071137,2.542553529,1.424675581,3.41040019,1.515683619,9.811844949,19.78338432,1.48759338,7.067239026,1.19083822,0.320227068,1.149480411,1.132320762,4.117856865,1.273182523,0.9702854,1.123652169,10.53314073,0.198435934,0,2.239508351,25.58408908,3.211309995,4.127083014,0.625981041,7.811187002,1.234242137,0.251361472,1.490174195,23.39425705,1.00596869,25.60179493,1.214748588,0.315830323,0.577004656,71.08409248,0.674070291,693.4463419,10.72363809,0.424878461,88.84612634,1.431253559,4.846974195,0.458313877,1105.395663,0.677511164,6.796728192,7.51864728,1.422308707,545.093091,13.47842444,2.80346107,3.914791045,0.467264632,13.49223256,2.042332246,1.780387426,1.836579125,4.758720284,1.085288305,4.309118244,2.336473198,1.121606827,4.30767507,0.614349833,0.591587799,136.6028174,254.9655234,3.319988375,1.699066147,59.12403938,1.476225661,0.335198578,11.28906944,0.608091409,23.9894974,1.51604086,2.54310762,2.032034438,0.681372601,0.315152875,1.466208665,0.804320701,2.331437059,31.00290774,3.312975614,14570843,66888693,55958609
18.05576286,19.28387065,19.28387065,0.230560218,3.766141298,18.27974275,5.854412454,2.296431372,1.231727057,6.378843512,4.51581036,1.865740868,1.214213402,8.105794873,0.173917776,7.299419123,4.226551971,0.061502939,29.14310542,1.814277407,1.509521248,126.4289371,18.114578,0.962523652,9.130865104,2.08183498,0.307295641,195.6591694,0.260271829,0.368563862,1.599207489,1.806667761,10.22759314,14.05507044,10.07443926,7.567050123,2.151086769,14.75322187,7.588515964,16.64542072,1.560005594,2.54964183,3.880487719,6.303137897,63.52102149,2.909211256,1898.439018,2.232011494,163.5173944,7.933209123,1.838778681,1.197090758,3.185053458,116.5161915,0.980449982,6.591450722,10.38299996,1027.304136,1.871263741,8.833526678,4.39715887,207.6717985,5.644464323,1.806184146,5.152557347,42.66397653,5.120009296,0.361787062,10.05486539,4.029162278,3.172121107,0.411608114,7.57141295,12.78408182,1.236635456,3.278636371,0.909851055,2.323776896,1.202558775,0.226726604,88.71748494,0.99474539,5.811876844,2.986765969,1.114482852,3.537285863,1.804398848,11.15984235,25.55118035,2.43918638,6.994151258,0.921296846,1.153982531,1.065942698,1.41482008,5.310729391,1.367238373,0.993252085,1.052547528,9.543811724,0.154789734,0.163371339,6.411613865,26.83107045,3.755598891,2.855357987,0.792487333,3.729963318,3.775005648,0.144081816,4.902651713,48.5778721,0.655769669,58.24122238,1.52460581,0.344137999,1.057388455,73.35725582,0.812394555,1074.939421,12.55806655,0.563795549,162.7623774,0.860208826,2.568093801,0.661555712,4.275236143,0.680472127,5.521720541,4.139542051,1.02538724,659.2560941,8.660977757,3.392289387,3.103017538,0.228149171,0.444735049,0.867664824,1.885346943,3.222185036,6.868004492,1.603004765,4.048665991,2.684025101,0.880669244,3.414837145,1.325306192,0.399818887,115.4009087,228.8843241,3.72488275,1.797615158,64.97408744,1.272331739,0.638219604,12.13700123,0.746410214,15.78555934,1.975587726,1.647760916,1.035987814,0.392476931,1.964285424,2.08576409,1.998263563,2.69225845,31.11197457,10.52318431,17835566,106747503,55957903
13.70209162,15.50154703,15.50154703,0.10789093,3.453686995,15.59490046,6.996578659,3.262952533,1.108473798,8.888290134,17.97137837,4.137456317,0.775771446,6.663755911,0.155812115,5.488832252,3.647744969,0.172319014,22.50444413,1.75392561,1.049553324,123.6205312,9.980183964,0.862629388,15.08280071,4.097748666,2.359763925,151.5992707,0.08867975,0.853815882,2.530436995,2.771648612,6.095457049,23.00779194,5.981209852,5.743466846,1.642717946,26.07839819,4.993365187,26.66119474,1.342115387,2.421213754,1.686437383,5.960887983,55.26986539,1.617964096,7.614229215,2.317592462,1.569226651,4.620104655,2.121357697,0.84680419,1.162176371,90.64357221,1.010926087,3.474587892,2.363370168,1716.301291,1.403208376,7.73560233,5.326717454,216.2154383,5.52054954,1.356367801,4.804351171,33.78183439,7.901486544,2.448095601,7.645869398,5.702635541,2.616501711,31.5153286,5.333391595,15.09748118,0.422457558,5.994565143,1.670722771,23.16462737,1.014433495,1.640935656,88.83490549,0.535562886,2.774550877,1.53786349,1.508260652,3.070476286,1.188964354,11.1010302,18.78995228,1.393341006,6.973980092,1.101390765,0.4330513,0.91674987,0.457246767,3.666989518,0.652932115,0.875349559,1.040976328,9.643163922,0.240815058,0,2.894370491,23.63489486,2.816578621,3.310945271,0.426958073,6.740675146,1.26263101,0.312794922,1.083204141,16.62948362,0.820011494,24.89299508,1.077320881,0.261223928,0.470661598,69.7759004,0.720065031,797.8024551,11.52437135,0.376988726,74.76164921,1.144451788,5.373537027,0.335606164,1287.178391,0.880044341,7.672841068,4.890596978,0.944501246,476.8908957,10.17422019,2.703852856,2.521182499,0.415003991,11.24771038,1.339323339,1.63783172,1.704418411,3.635103049,0.960453303,3.409070603,2.959486315,0.936155846,3.105711796,0.592984004,0.421899368,114.7767308,218.7602805,3.309142773,1.678332004,44.35602665,1.26513931,0.401185134,0.162337314,0.488771049,0.750373351,2.012166201,2.491317058,2.203340709,0.377854247,0.237774035,1.149628155,0.758757556,1.992738592,27.71176198,2.450250205,12547577,61227020,41094745
14.3499431,13.79467824,13.79467824,0.090351093,2.991345982,18.35132651,8.147961632,4.269323167,1.405757665,16.14469929,22.07183588,5.003994332,0.693200784,7.262722457,0.190943881,6.190425286,2.776005565,0.184819551,19.51258968,1.550248041,0.84591384,121.2744159,3.864697619,0,13.20084549,5.303444618,2.430384041,124.3722908,0.012837719,0.567220467,2.586578853,2.600594661,10.27346851,8.591322229,5.219117672,13.04921127,1.755997091,20.83057173,4.782360899,27.72275793,1.444437312,4.772203488,2.511853187,5.2024955,39.03782213,1.563367644,7.321294755,2.57039514,1.361035183,3.756819403,1.502356626,1.069516339,1.331418103,80.5547484,0.828991217,3.642429707,1.731748443,2241.44097,2.819968794,7.423854772,5.834638604,132.5888882,4.213069184,2.698089375,2.12668456,38.11250173,6.441236529,2.801311412,6.137871663,5.533609851,3.808654134,43.85481339,5.219323297,33.5043458,1.767539786,29.98752635,8.056313153,8.43484566,1.528554774,0.652050967,65.26164669,0.804920603,3.108185229,2.100950505,1.083960603,1.964985555,1.053768071,7.424448177,19.13746773,1.455594335,5.187361314,1.063055332,0.367904603,0.822774028,2.49410072,4.828530758,0.562025778,0.922434804,0.83418176,10.16788998,0.181633957,0,2.340211628,14.98127763,2.833637068,3.66310717,1.212619888,0.911112281,1.361184795,0.143205884,2.561246474,11.01678945,1.139342285,18.36730838,0.838885351,0.18631421,0.873238872,51.08881141,0.61509741,723.8075004,11.59632645,0.323173174,74.42184919,0.820500884,2.27919374,0.399669223,1009.611172,0.914321458,7.059511995,3.835346046,1.109869565,527.0802369,36.88459825,2.830267948,2.514770772,0.729396621,17.47571508,0.602253299,1.837228513,2.183222221,5.516214074,0.943991339,4.70462606,3.912574682,0.749660054,1.732433667,1.355137326,0.406070958,117.073315,222.6119851,2.509336267,3.609477907,43.84392042,1.32242651,0.775353925,15.3714135,0.697604738,60.87785381,6.266161961,3.340893385,0.500610604,0.644414758,1.424428499,2.069847532,2.825140238,2.152239527,28.89120889,3.296375705,14824953,77071791,53793756
16.60102747,17.79382799,17.79382799,0.173020596,3.911741323,14.44350309,11.20754142,4.578990521,1.351923514,14.58110512,15.86712595,3.797533831,0.811478541,7.341549531,0.118268603,7.222947729,3.883360099,0.524187418,16.68533753,1.897960533,0.793682356,145.3398606,3.776633814,1.014706885,15.7428798,10.03633298,1.896033507,117.2480265,0.388325057,1.170766498,2.570211677,2.901859955,10.42123159,17.04731015,6.070574446,12.93512875,2.465981671,20.12920174,4.69653606,27.39411911,1.471602734,4.422285408,2.236828537,6.833759105,44.63004903,2.154507853,7.77503417,2.749892765,1.315796399,5.91964782,1.418893944,1.219647049,2.174642001,104.0054111,0.909502856,4.671240567,2.866442024,2071.387459,3.036285692,7.587787442,6.137930258,146.659511,5.17337532,2.511437031,2.854646244,32.85487263,6.382116222,3.071668675,8.157197598,6.303181323,3.493159161,37.549428,4.643031959,17.80046819,2.002227119,32.36135593,8.610158397,7.328098221,1.297275077,0.596352,44.48517665,0.661742681,2.452860029,1.602980684,0.876773611,2.237885861,1.062305734,7.3269113,25.01012303,1.733791535,3.545897697,1.0027666,0.275115657,1.120552766,2.201776017,5.086624645,0.437931278,0.991961091,0.609687605,11.25978497,0.196397032,0,2.23800735,17.0112542,4.016218389,2.978954318,1.569584405,1.072186886,1.091601213,0.114416912,2.313252356,10.81094902,1.164111813,19.63637629,0.84799012,0.140168189,3.102963132,57.79717398,0.545993126,625.9026535,9.86787755,0.436874677,74.04268835,0.793773239,3.604305153,0.324445361,909.2688915,0.738991384,6.652259207,2.988887382,0.988678257,591.459522,30.51472832,2.284352348,2.47566596,1.631778956,12.86569696,0.678858255,1.926868231,2.351976896,4.330357151,0.906648948,4.36802173,3.49120262,0.733235325,2.01324607,2.551371439,0.609929555,129.2086074,240.6108553,2.53492579,3.267608155,34.24979783,1.428411499,1.008167007,7.13611867,0.578857647,25.42360383,5.885832458,3.355820669,0.74456746,0.659659926,1.240698482,1.936640216,3.256514673,1.994945608,26.98997296,2.83140483,14152593,79474075,76006507
14.98418859,31.91402824,31.91402824,0.197171808,3.740679,11.52526724,7.396719436,1.376878133,1.124230637,5.640387391,5.281290489,1.842498269,1.129722517,6.30385447,0.281510059,6.700167631,3.915862877,0.124268305,36.50397674,2.852311829,2.173792665,130.7849437,36.16992981,1.233089196,10.66720722,2.004470918,0.405167417,215.6126465,0.184062706,0.49798885,1.432250852,2.153935312,7.243086014,9.152136519,9.20544161,9.522396841,1.726795531,17.98990098,5.421378476,47.16638974,1.488625257,3.318043076,2.580937525,12.76717921,71.26967283,1.674251317,507.5897445,3.845635373,40.65047415,8.397243124,1.865983968,0.902012731,4.520518374,47.31337565,1.749411534,6.488155719,6.756682739,672.6400199,1.72275328,13.54383249,5.848140089,198.0204396,8.053385408,1.736463702,4.965873642,38.24763779,3.691807198,0.944853729,10.67745735,5.950731713,3.072018784,0.529243703,6.248771726,8.076033491,1.076802847,15.23115753,4.973320505,6.834104957,1.713424401,0.532057196,99.95291712,0.402548519,2.12332701,1.22572016,1.323891834,3.874431941,1.314019914,11.42350574,25.02431449,2.301001625,7.696628383,0.938166174,1.792993929,0.462996087,1.228558907,4.487742032,0.809466949,1.037645521,0.344942045,9.868434431,0.095388219,0.180441271,5.386246214,29.65519573,3.916188027,3.039044582,0.308147945,8.498452842,2.815168455,0.228907439,2.018498603,4.437437989,0.710640513,69.28764083,1.61435311,0.398889752,0.842467748,79.08019475,0.863834272,1189.553698,12.87169457,0.501110079,167.554528,0.774459248,1.701266851,0.344205203,17.08668007,0.850190025,6.149668177,2.122398266,0.735959021,576.6028806,11.8876239,2.67271141,1.76273448,0.332850413,0.199827707,1.280244713,1.042143983,3.365603089,4.736737598,0.734233638,5.648990815,2.90998089,1.047396792,3.217874726,1.880670833,0.263921714,125.8295001,247.0013716,3.225641247,2.101028116,34.56129444,1.388965951,0.768792121,20.47305159,0.722339831,20.97008573,3.992798669,1.201511233,12.87033783,0.360275787,2.821464888,1.578459119,1.726611555,2.564545078,43.68765464,5.529443738,15986556,88741891,42789183
